nin_pmjay,type,address,latitude,longitude,contact,mobile,categoryno,name,pincode,district,state,categoryname,block,city
HOSP27P79050,Paid,"pratap nagar,jalgaon pratap nagar","21.011709999916604","75.55854999968278",Dr B J Jhavar,"9822839285","2","shree saileela accident hospital, jalgaon","425001",JALGAON,MAHARASHTRA,Private PMJAY,,
,Paid,Skkmt Sankara Eye Hospital Harakere Thirthahalli Road Shimoga 577202,"13.903749999562876","75.55860000018993",GAYATRI SHANTHARAM,"8182222099","2",Skkmt Sankara Eye Hospital,"577202",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
HOSP27P78956,Paid,JALGAON HOUSING SOCIETY,"21.013639999886152","75.55870999986666",Dr.Rajesh Vasantrao Patil,"9422780601","2",ASHWINI MULTI SPECIALITY HOSPITAL,"425001",JALGAON,MAHARASHTRA,Private PMJAY,,
,Paid,6th Ward 100 Ft Road Vinayaka Nagara Shivamogga 577201,"13.940259999699265","75.55960000043973",Dr H V Kotturesha Rasthapuramath,"9449400000","2",Kottureshwara Hospital,"577201",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
HOSP3P57835,Paid,"408-A, Adarsh Nagar","31.334929999719748","75.55961999956338",Santosh Kumar,"9888834114","2",Karan Hospital,"144008",JALANDHAR,PUNJAB,Private PMJAY,,
,Paid,Subbaiah Hospital Complex SR Road Shimoga 577201,"13.937339999941116","75.56047999965233",Dr S NAGENDRA,"9844077203","2",Subbaiah Hospital,"577201",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
HOSP3P114829,Paid,410 B Sigma Hospital Adarsh Nagar Jal,"31.33570000015493","75.56053999972124",Ashwani Malhotra,"9357208143","2",Sigma Hospital,"144004",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP27P79230,Paid,"above ganpati CT scan center, opp.bhaskar market,","21.001650000047505","75.56086999965083",Dr.Nilesh Chudhari,"9766416494","2",SULOCHAN RETINA CARE CENTRE,"425001",JALGAON,MAHARASHTRA,Private PMJAY,,
HOSP3P58639,Paid,"Mand Complex, Near Adarsh Palace, Kapurthala Chowk","31.335860000338812","75.56186999990064",Dr Harbir B S Madan,"9876928272","2",Pmg Children Hospital,"144008",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P51816,Paid,"392, Kapurthala Chowk, Krishna Nagar, Adarsh Nagar","31.333879999862177","75.56203000008452",Dhiraj Gupta,"9814124343","2",Satyam Hospital & Trauma Centre,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP27P79098,Paid,JALGAON M J COLLEGE ROAD,"21.00323000006449","75.56203000008452",Dr Anil Khadke,"9423296945","2",KHADKE HOSPITAL AND HEALTHCARE PVT LTD,"425001",JALGAON,MAHARASHTRA,Private PMJAY,,
HOSP3P59662,Paid,"417 Adarsh Nagar, Kapurthala Chowk","31.334080000092","75.56219999983017",Janardan Bhardwaj,"8968585352","2",Goel Kidney Care,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P62840,Paid,"221, Adarsh Nagar, Mahavir Marg,","31.332809999981578","75.56268000038176",Aman,"9814061129","2",Pasricha Hospital And Maternity Home,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P56551,Paid,Sacred Heart Hospital,"31.363069999680818","75.5630100003113",Reny,"9646395901","2",Sacred Heart Hospital,"144008",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP27P78925,Paid,"Near SBI,Jilha peth,Gandhi nagar,Jalgaon Shree Chitre Marg","21.009490000063522","75.5630500003573",Dr Sagar a Jawale,"9370000380","2",Jawale Hospital,"425001",JALGAON,MAHARASHTRA,Private PMJAY,,
,Paid,Sri Basaveshwara Hospital Opp Sri Raghavendra Swamy Mutt 1St Cross Tilak Nagar Shimoga 577201,"13.937870000100474","75.5632099996418",Dr Y S Manjunath MD,"8182220535","2",Sri Basaveshwara Hospital,"577201",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
,Paid,Kuvempu Road Sharavathi Nagar Shimoga,"13.937230000264378","75.56342000033283",Dr SHAMBULINGAPPA BANKOLLI,"9739963933","2",Unity Center For Advanced Pediatric Care,"577201",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
HOSP3P58268,Paid,37 Kapurthala Chowk,"31.334320000367768","75.56367999973224",Sunil Sethi,"9815025677","2",Vasal Hospital Pvt Ltd,"144008",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P13707,Paid,9 A Vijay Nagar,"31.327510000186408","75.56465999995908",Yash Sharma,"9814066944","2",Central Hospital & Maternity Home,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P20731,Paid,"188- Adarsh Nagar, Near Football Chowk, Jalandhar City","31.32890999999654","75.56474000005102",Rahul Verma,"7888737285","2",Arman Hospital,"144002",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P107392,Paid,188 Adarsh Nagar,"31.32890999999654","75.56474000005102",Dr Amit Jain,"9317733211","2",Jalandhar Heart Centre,"144002",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P13794,Paid,"77-79 , Ajit Nagar","31.321190000118463","75.56496000030381",Sandeep Thakur,"9646244751","2",Dhingra General Hospital,"143001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP27P121625,Paid,JALGAON JALGAON,"21.003239999626317","75.56521999970329",,,"2",Jeevan Jyoti Cancer Hospital,"425001",JALGAON,MAHARASHTRA,Private PMJAY,,
HOSP3P42919,Paid,33 Gujral Nagar,"31.32386000003902","75.56556000009397",Dr Kulwinder Singh Sangha,"9915005513","2",Sangha Eye Hospital,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
,Paid,Tarikere Road Bhadravathi,"13.888799999920082","75.56587999956241",Dr Kumar swamy P R,"9448884774","2",Nayana Hospital,"577301",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
HOSP3P50188,Paid,Opp. Cni Church,"31.33018999966879","75.56603999974624",Dr Sourabh Sood,"9888673665","2",Sood Eye Care Centre,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP27P78954,Paid,Jalgaon Jilha Peth,"21.0096799998322","75.56658999992862",Dr.Paresh Doshi,"8390000283","2",Orchid Multi Superspeciality Hospital,"425001",JALGAON,MAHARASHTRA,Private PMJAY,,
,Paid,Hotel Jewel Rock Road Durgigudi Shimoga,"13.936319999668285","75.5667799996973",DR A S SRINATH,"9448123580","2",Mallikarjuna Nursing Home,"577201",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
HOSP3P68582,Paid,Moga Road Near Milan Palace,"31.324000000199874","75.56689999983519",Dr Tony Kataria,"9781333041","2",Kataria Medical Center Private Limited,"151204",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP27P78985,Paid,Onkar Nagar Nr. Parikh Park,"21.007259999749238","75.56699000038827",Dr.A.G.Bhangale,"9960606180","2",Dr. Bhangale Surgical and Nursing Home,"425001",JALGAON,MAHARASHTRA,Private PMJAY,,
HOSP27P121867,Paid,JALGAON JALGAON,"21.00626999996058","75.56714000011095",DR. GAURAV PRAKASH MAHAJAN,"8390917822","2",PRAKASH CHILDRNS HOSPITAL AND NEONATOLOGY CENTER,"425001",JALGAON,MAHARASHTRA,Private PMJAY,,
HOSP3P66049,Paid,"661 A-B, Guru Teg Bahadur Nagar, Near Guru Ravidass Chowk","31.307350000402266","75.56716000013398",Dr H S Bhutani,"9876217755","2",Ghai Hospital,"144003",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P23392,Paid,58 Kapurthala Road Patel Chowk Jalandhar,"31.335199999580368","75.5674599995794",Dr Harinder Jit Singh,"9814217738","2",Ranjit Hospital,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P100707,Paid,"Ankur Kids Hospital 663 Gtb Nagar ,Near Ravidas Chowk Jalandhar","31.307230000264326","75.56771999987814",Vipin Kumar,"9041202450","2",Ankur Kids Superspeciality Hospital,"144003",JALANDHAR,PUNJAB,Private PMJAY,,
,Paid,Sagar Nursing Home and Laser Center 1st Cross Achutharao Layout Near Jailcircal Shimoga 577201,"13.938989999588841","75.56790000008499",Dr Geetha P Isloor,"8182224970","2",Sagar Nursing Home and Laser Center,"577201",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
,Paid,Ravi Polyclinic Maternity And Nursing Home L L R Road Durgigudi Shivamogga 577201,"13.934910000296327","75.5682900000835",Dr.S.I.Biradar,"8182223773","2",Ravi Polyclinic Maternity And Nursing Home,"577201",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
HOSP3P13748,Paid,"14,Sri Guru Ravidass Nagar, Jalandhar","31.306909999896618","75.5688099997817",Dr Anurag Arora,"9814060816","2",Aastha Hospital,"144002",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P59050,Paid,"Nakodar Road, Near Nari Niketan, Jalandahr","31.313490000263357","75.56909000010347",Jatinder Sharma,"9417824456","2",Orthonova Joint & Trauma Hospital Pvt Ltd,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P40060,Paid,18 Guru Ravidass Nagar Near Guru Ravidass Chowk,"31.306789999758735","75.56940000001003",Amandeep Kumar,"9988933652","2",Vedanta Multispeciality Hospital,"144003",JALANDHAR,PUNJAB,Private PMJAY,,
,Paid,Maax Super Speciality Hospital R M R Road Park Extension Durgigudi Shimoga 577201,"13.938110000376241","75.56946999964083",DR S NAGENDRA,"8182269400","2",Maax Super Speciality Hospital,"577201",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
,,,"26.961964099563602","75.78079790020297",,,"1","Mittal Hospital & Research Centre""","0",JAIPUR,RAJASTHAN,CGHS Empanelled,,Jaipur
,Paid,Plot No 11 Ward 21 Rmr Road Park Extension Shimoga 577201,"13.937839999616358","75.56978000044671",Dr Dhananjaya S R,"8182405505","2",Sarji Hospital,"577201",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
HOSP3P60610,Paid,57 Shaheed Udham Singh Nagar Opposite Tv Centre Jalandhar City,"31.3212999997952","75.57001000026133",Dr Ss Dhingra,"9814060900","2",Dmc Hospital & Trauma Centre,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P60261,Paid,111 Shaheed Udham Singh Nagar Jalandhar,"31.323049999557895","75.57032999972978",Neetu Kaur,"9915158543","2",Mahajan Eye Hospital & Maternity Home,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P93691,Paid,"17 ,Khera Terminal Near Police Station","31.306620000013027","75.57100999961187",Inderjit,"9988099069","2",Akal Eye Hospital,"144040",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P47862,Paid,"606-R, Mall Road, Model Town","31.306829999804677","75.57116000023387",Shivani,"9814940606","2",Akal Eye Hospital,"144003",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P107059,Paid,607 Mall Road Model Town Near Manbro Chowk Jalandhar,"31.30688000031182","75.57128999993358",Lakhvinder Singh,"9316299999","2",Genesis Fertility & Surgical Center,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
,Paid,Shivamurthy Circle Savalanga Road Shimogga,"13.940370000275323","75.57280999988166",Dr Tejasvi T S,"8182270001","2",Metrounited Healthcare,"577201",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
HOSP3P51818,Paid,29 Link Road Jalandhar,"31.31314999987262","75.57284000036577",Amandeep Kumar,"9988933652","2",Jalandhar Nursing Home And Maternity Hospital,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P93201,Paid,26 27 Link Road Lajpat Nagar,"31.31542999979473","75.5728499999276",Mrs Anjana,"8146798032","2",New Ruby Hospital Pvt Ltd,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
,Paid,Malnad Ent Institute Research Centre 1St Cross Behind Metro Hospital Shimoga 577201,"13.941649999947572","75.57301000011148",DR SANGEETHA,"8182226947","2",Malnad Ent Institute Research Centre,"577201",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
HOSP3P22961,Paid,305 Lajpat Nagar,"31.317940000430724","75.57344000015593",Mr Avtar Singh,"9530741000","2",Oxford Hospital Pvt Ltd,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
,Paid,"SPL 229, RIICO Ind Area Phase II, Bagru, Jaipur","26.811792400398986","75.57380769966568",Bijal Joseph,"9116677740","2",Balaji Soni Hospital,"303007",JAIPUR,RAJASTHAN,Private PMJAY,,
HOSP3P91130,Paid,"320 Lajpat Nagar, Near Nakodar Chowk Jalandhar","31.31842999964482","75.5738900002234",Ashutosh Gupta,"8568818283","2",Doaba Hospital Pvt Ltd,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
,Paid,"NH 52,NEAR MATH MANDIR,REENGUS,SIKAR,RAJASTHAN 332404","27.36763439980774","75.57408729978908",DR BHUPENDRA SINGH NARUKA,"8209570180","2",DHAYAL HOSPITAL AND RESEARCH CENTRE,"332404",SIKAR,RAJASTHAN,Private PMJAY,,
HOSP3P34388,Paid,301 Lajpat Nagar Jalandhar,"31.31755000043222","75.57418999966882",Vasu Shair,"9915015703","2",Bbc Heart Care,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P62109,Paid,"30, Link Road, Near Ravidass Bhawan, Jalandhar","31.31380000016992","75.57490999959685",Davneet Pal Singh Dang,"9915007590","2",Dang Nursing Home,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P38200,Paid,"Kapurthala Chowk, Jalandhar","31.325500000124975","75.57516000033382",Parminder Kumar Sharma,"9478022999","2",Joshi Hospital And Trauma Centre Kapurthala Chowk Jalandhar,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P108029,Paid,"292, Lajpat Nagar, Near Guru Nanak Mission Chowk,","31.31688000011195","75.57551000028633",Sandeep,"7527015008","2",Cardionova Institute Of Medical Sciences,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P14357,Paid,332 A And B Lajpat Nagar,"31.317430000294337","75.57551000028633",Dr Anu Mittal,"9814018185","2",Altis Multispeciality Hospital,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P58712,Paid,Baweja Eye Hospital Milap Chowk Jalandhar,"31.32601999982319","75.57617999970728",Dr Narinder Singh Baweja,"9417623213","2",Baweja Eye Hospital,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P22037,Paid,1 Gujral Nagar,"31.32601999982319","75.57617999970728",Dr Sharina Nanda,"9914980006","2",Kataria Eye & Ent Hospital Pvt Ltd,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P55559,Paid,"63-64 Waryam Nagar, Cool Road","31.32601999982319","75.57617999970728",Mr Parveen Rana,"9872588025","2",Kidney Hospital & Life Line Medical Institutions,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
,,Holalkere road Chitradurga,"14.224623199800874","76.39567339970768",,,"3",Nehru Nagar CCP,"577501",CHITRADURGA,KARNATAKA,Health Facilities All States,Chitradurga,
HOSP3P67665,Paid,"7 Aman Villa , Near Guru Amardass Chowk","31.32601999982319","75.57617999970728",Dr Mandeep Sood,"9815169524","2",Oculus Eye Hospital,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P18691,Paid,"Civil Lines, Jalandhar","31.32601999982319","75.57617999970728",Rajesh Sharma,"9316178741","2",Patel Hospital Jalandhar,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P58222,Paid,"10, Link Road,","31.3133399996413","75.5762500002374",Mr Romi Monga,"9815088990","2",Global Hospital,"144003",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P21928,Paid,"701L,Mall Road,Model Town","31.31080000031983","75.57625999979922",Mr Manjeet Kumar,"8872070018","2",Thind Eye Hospital,"144003",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P106341,Paid,9A Link Road,"31.313390000148445","75.57652999965984",Chesta Batra,"9888958889","2",Star Superspeciality,"144003",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P37094,Paid,Om 7-A C/O Arora Eye Hospital,"31.313310000056504","75.57713000034931",Amandeep Singh Arora,"9915595940","2",Arora Eye Hospital & Retina Centre,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P20747,Paid,"7-Link Road , Lajpat Nagar, Near Guru Amar Das Chowk","31.313490000263357","75.57713999991114",Raghuvendra Singh,"9872807383","2",India Kidney Hospital And Dialysis Centre,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P111577,Paid,1 Link Road Guru Amardass Chowk,"31.31322851968048","75.57863114960793",Dr Sanjiv Goel,"9041903132","2",Guardian Hospital,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP32P93394,Paid,"Thanal,Beach Road ,Vatakara","11.598679999682304","75.57863999983618",,"9846806969","2",MIMS THANAL DIALYSIS CENTRE,"673103",KOZIKOD,KERALA,Private PMJAY,,
HOSP3P61660,Paid,521 New Jawahar Nagar,"31.316089999653798","75.57947000034028",Dr Karanbir Singh,"9779978644","2",Apex Hospital & Maternity Home,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
,Paid,JAIPUR ROAD PHAGI TEHSIL PHAGI DISTRICT  JAIPUR RAJ 303005,"26.591760000423733","75.58003000008449",MOHAN LAL SHARMA,"9636996199","2",PHAGI HOSPITAL PVT.LTD,"303005",JAIPUR,RAJASTHAN,Private PMJAY,,
,,,"30.32069280023262","78.05763169964331",,,"1",Fortis Escorts Hospital,"0",DEHRADUN,UTTARAKHAND,CGHS Empanelled,,Dehradun
HOSP3P51801,Paid,Mitha Pur Road,"31.290919999958078","75.58023000031432",Sukhdev Singh,"9041632888","2",Amar Hospital,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
,Paid,"S,24, Mahal Yojna, Jagatpura,Jaipur","26.521760000024017","75.5810300003343",Dr Pradeep Singhal,"9414209443","2",jeevan Rekha Critical care n trauma hosp,"302025",JAIPUR,RAJASTHAN,Private PMJAY,,
HOSP3P68419,Paid,"244-R, New Jawahar Nagar","31.31029999974527","75.58284999972778",Harpreet Singh,"9814156968","2",Harpreet Eye And Dental Care,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P91483,Paid,Partap Bagh,"31.329440000155955","75.58514000011098",Saloni Bansal,"9872377155","2",Pal Hospital Eyetec Clinics & The Childern Centre,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P121281,Paid,"Kamal Multispeciality Hospital, Doaba Chowk","31.343769999985568","75.58715000017241",Dr Jyoti Sharma,"9815090070","2",Kamal Multispeciality Hospital,"144004",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P70103,Paid,Jalandhar Roed,"31.343110000126444","75.58719999978024",Dr Kanwaljit Singh,"9814160348","2",Kamal Hospital,"144040",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P11807,Paid,"B-8- 286 ,Kishan Pura Chowk, Jalandhar, 144001","31.341220000202895","75.58729999989515",Shilpa,"9115100502","2",Duggal Eye Hospital,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P27055,Paid,"Tanda Road, Near Shaheed Banta Singh Savghwal, Jalandhar","31.353330000179426","75.58965000034732",Gurbir Singh Gill,"9855000028","2",Janta Hospital & Maternity Home,"144004",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P34001,Paid,"26-29, Bda Enclave, Kmv Road , Pathankot Bye-Pass, Jalandhar","31.353589999578844","75.5904799999521",Hareram,"9814818335","2",Hp Orthocare Hospital,"144004",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP32P92577,Paid,"Atles Building, Near Jyothi Petrol Pump,Karimpanappalam,Vadakara","11.588889999673768","75.59164000038578",,"8281960265","2",AHALIA FOUNDATION EYE HOSPITAL VADAKARA,"673101",KOZIKOD,KERALA,Private PMJAY,,
HOSP3P19873,Paid,"379 Adarh Nagar, Near. Mgn College, Kapurthala Chowk","31.32710999972676","75.59171000001652",Dr K S Makkar,"9814060462","2",Makkar Hospital,"144001",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP32P92274,Paid,"The Badagara Sahakarana Asupathri Ltd, D2411, Chulliyil Palam , Vatakara, Kozhikode Dt-673101, Kerala State","11.60156000029383","75.59197999987714",,"9526308282","2",The Badagara Sahakarana Asupathri Ltd,"673101",KOZIKOD,KERALA,Private PMJAY,,
HOSP3P18661,Paid,"Malikpur Chowk, Pathankot","32.27156999955588","75.59261999971329",Mr Deepak,"8725050657","2",Skr Hospitals & Trauma Centre Pvt. Ltd.,"145001",PATHANKOT,PUNJAB,Private PMJAY,,
HOSP3P56559,Paid,Punjab Institute Of Medical Sciences Garha Road Jalandhar,"31.306499999875143","75.59602999958486",Sunish Tangri,"8054603033","2",Pims,"144006",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P99510,Paid,"Tanda Road ,Near Kmv College , Jalandhar","31.299849999877665","75.59655999974427",Dr Bobby Verma,"9988649141","2",Armaan Hospital,"144004",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P119112,Paid,2 Roop Nagar Garha Road Jalandhar,"31.301449999917622","75.59682000004301",Baldev Singh,"8427177616","2",S.G.L. Super Speciality Charitable Hospital,"144022",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P30412,Paid,"Jalandhar-Pathankot Road, Near Reru","31.364370000275358","75.59747000034031",Rohit Mehta,"9815999714","2",Capitol Hospital,"144012",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P10934,Paid,Bus Stand Road Near Iti Chowk Budhlada,"29.982760000373787","75.59753000040922",Kumar Shashi,"9878704925","2",Smt. Satya Devi Memorial Gupta Hospital,"151502",MANSA,PUNJAB,Private PMJAY,,
HOSP3P50173,Paid,Main G.T. Road Opp. Khalsa College,"31.31117999985713","75.60172999983968",Sanjay Daniel,"8847460742","2",Sarvodya Hospital,"144003",JALANDHAR,PUNJAB,Private PMJAY,,
HOSP3P14227,Paid,"Village- Nurpur, Pathankot Byepass Road , Jalandhar, Punjab","31.368319999868163","75.60221000039127",Lokesh Sharma,"9356472166","2",Shrimann Superspeciality Hospital,"144012",JALANDHAR,PUNJAB,Private PMJAY,,
,Paid,NEAR BHAGAT SINGH CIRCLE CHIRAWA ROAD PILANI,"28.35886980030108","75.60469780036323",G.R.SAINI,"9829187975","2",BIRLA SARVAJANIK HOSPITAL,"333031",JHUNJHUNUN,RAJASTHAN,Private PMJAY,,
,Paid,L Y Desai Memorial Sparsh Multispeciality Hospital Mulgund Road Dr S Radhakrishna Nagar Gadag 582101,"15.404789999558886","75.60669999970526",DR DHANESH DESAI,"83722297250","2",L Y Desai Memorial Sparsh Multispeciality Hospital,"582101",GADAG,KARNATAKA,Private PMJAY,,
,Paid,Subbaaiah Medical College Hospital Nh 13 Purle Shimoga 577222,"13.932940000280837","75.61498000022686",Dr S Nagendra,"8182295604","2",Subbaaiah Medical College Hospital,"577222",SHIVAMOGGA,KARNATAKA,Private PMJAY,,
,Paid,Maruti Nagar Ranebennur,"14.617979999677289","75.61615000022238",Shivaprakash Tandi,"9900756562","2",Shakuntala hospital,"581115",HAVERI,KARNATAKA,Private PMJAY,,
HOSP23P101189,Paid,Gouridham Khargone,"21.83414999982267","75.61627999992214",dr m s khan,"9425646373","2",Shubhishi Hospital Pvt Lmt,"451001",WEST NIMAR,MADHYA PRADESH,Private PMJAY,,
HOSP3P62007,Paid,"Gautam Eye Hospital, Qilla Road","31.956289999683804","75.6168399996663",Siddarth Gautam,"9417478600","2",Gautam Eye Hospital,"144211",HOSHIARPUR,PUNJAB,Private PMJAY,,
HOSP3P102822,Paid,"Chak Alla Baksh, Gt Road Mukerian","31.939570000255344","75.61859000032831",Sk Sharma,"6239034754","2",Swami Premanand Charitable Hospital,"144211",HOSHIARPUR,PUNJAB,Private PMJAY,,
HOSP23P122079,Paid,2Shrinath Colony Diversion Road Khargone,"21.831040000295843","75.62001999972324",dr nishant mahajan,"9425496199","2",Ozon Hospital,"451001",WEST NIMAR,MADHYA PRADESH,Private PMJAY,,
,Paid,Dr N B Patil Hospital Near Durga Vihar Lodge Gadag 582101,"15.421560000393754","75.62145999957937",Dr Pavankumar Patil,"8372237778","2",Dr N B Patil Hospital,"582101",GADAG,KARNATAKA,Private PMJAY,,
